station_id,name_chinese,name_english,latitude,longitude,district_id
151010,淄博齐鲁石化,ZiBoQiLuShiHua,36.765555,118.249167,15107
151011,淄博周村三金集团,ZiBoZhouCunSanJinJiTuan,36.804167,117.851111,15104
151012,淄博职业学院,ZiBoZhiYeXueYuan,36.825000,117.920556,15104
151013,淄博开发区,ZiBoKaiFaQu,36.904722,118.015833,15109
152001,德州黑马集团,DeZhouHeiMaJiTuan,37.465277,116.308333,15211
152002,德州儿童乐园,DeZhouErTongLeYuan,37.466389,116.306111,15211
152003,德州监测站,DeZhouJianCeZhan,37.432222,116.371388,15211
152004,德州监理站,DeZhouJianLiZhan,37.448889,116.318889,15211
152005,德州华宇技校,DeZhouHuaYuJiXiao,37.461944,116.351667,15211
152006,德州双一集团,DeZhouShuangYiJiTuan,37.478056,116.310556,15211
159001,滨州市环保局,BinZhouShiHuanBaoJu,37.379443,118.020833,15907
159002,滨州北中新校,BinZhouBeiZhongXinXiao,37.383056,117.983056,15907
159003,滨州第二水厂,BinZhouDiErShuiChang,37.360833,117.996667,15907
159004,滨州科灵化工,BinZhouKeLingHuaGong,37.395555,117.937777,15907
159005,滨州银河物流,BinZhouYinHeWuLiu,37.355556,117.937500,15907
159006,滨州碧林小区,BinZhouBiLinXiaoQu,37.367500,117.973056,15907
160001,东营市环保局,DongYingShiHuanBaoJu,37.431389,118.667222,16005
160003,东营职业学院,DongYingZhiYeXueYuan,37.438056,118.625000,16005
160004,东营现河采油厂,DongYingXianHeCaiYouChang,37.441667,118.504444,16005
160005,东营耿井村,DongYingGengJingCun,37.444443,118.552778,16006
160006,东营市环保公司,DongYingShiHuanBaoGongSi,37.465833,118.502222,16006
160007,东营胜利医院,DongYingShengLiYiYuan,37.472222,118.640833,16006
160008,东营河口区,DongYingHeKouQu,37.883056,118.516389,16001
160009,东营开发区,DongYingKaiFaQu,37.434443,118.696111,16007
311001,郴州马头岭,ChenZhouMaTouLing,25.906099,113.007300,31110
311002,郴州市职中,ChenZhouShiZhiZhong,25.822600,113.011600,31111
311003,郴州兴隆步行街,ChenZhouXingLongBuXingJie,25.817900,113.011900,31111
311004,郴州市审计局,ChenZhouShiShenJiJu,25.807099,113.038300,31110
311005,郴州市环保局,ChenZhouShiHuanBaoJu,25.775900,113.034800,31110
371001,梧州市云盖小学,WuZhouShiYunGaiXiaoXue,23.475000,111.317800,37106
371002,梧州市市环保,WuZhouShiShiHuanBao,23.479167,111.289722,37106
371003,梧州市龙圩,WuZhouShiLong,23.414999,111.235300,37107
371004,梧州市龙新,WuZhouShiLongXin,23.479399,111.260000,37108
372001,贺州市政协大楼,HeZhouShiZhengXieDaLou,24.407499,111.560833,37204
372002,贺州市环保小区,HeZhouShiHuanBaoXiaoQu,24.417777,111.526388,37204
